text,intent,satisfaction_score
🙂 Why was I charged for that visit,billing_query,8.049
"I can't make my appointment, cancel it Whenever possible.",cancel_appointment,6.758
I'm very worried. Have my lab results come in yet,lab_results,0.000
Please respond ASAP. I have a sore throat and swollen glands,symptom_check,2.633
Can you refill my prescription for insulin Okay.,prescription_refill,3.927
Can I schedule a checkup for next week Whenever possible.,book_appointment,5.730
Whenever possible. I have a sore throat and swollen glands,symptom_check,5.496
I need help with a billing dispute Thank you!,billing_query,9.011
I need to cancel my appointment tomorrow Okay.,cancel_appointment,5.668
Whenever possible. Why was I charged for that visit,billing_query,3.562
Whenever possible. Book an appointment for a physical exam,book_appointment,4.980
"I've had a fever and cough for two days, what should I do Much appreciated.",symptom_check,9.222
Please process my prescription refill,prescription_refill,4.784
Please cancel my visit with Dr. Smith,cancel_appointment,4.945
"Please process my prescription refill That helps, thanks.",prescription_refill,9.326
Please respond ASAP. I need a refill for my blood pressure medication,prescription_refill,2.719
Requesting a refill for my meds Okay.,prescription_refill,5.353
Requesting a refill for my meds Thank you!,prescription_refill,8.879
Thank you! Requesting a refill for my meds,prescription_refill,8.754
"I can't make my appointment, cancel it Please respond ASAP.",cancel_appointment,2.299
I'm very worried. Please cancel my visit with Dr. Smith,cancel_appointment,3.831
Requesting a refill for my meds Please respond ASAP.,prescription_refill,1.931
This is urgent. Why was I charged for that visit,billing_query,1.727
Book an appointment for a physical exam,book_appointment,3.211
Requesting a refill for my meds Not happy with the delay.,prescription_refill,1.380
This is urgent. Have my lab results come in yet,lab_results,0.580
Have my lab results come in yet 🙂,lab_results,9.339
I'm experiencing chest pain and shortness of breath Please respond ASAP.,symptom_check,2.004
"Please process my prescription refill That helps, thanks.",prescription_refill,10.000
I want to see a doctor about a routine visit No rush.,book_appointment,5.861
Not happy with the delay. I want to see a doctor about a routine visit,book_appointment,2.889
Have my lab results come in yet Okay.,lab_results,5.280
Please cancel my visit with Dr. Smith Okay.,cancel_appointment,5.458
"Can you refill my prescription for insulin That helps, thanks.",prescription_refill,9.330
Why was I charged for that visit,billing_query,4.195
"Whenever possible. I can't make my appointment, cancel it",cancel_appointment,4.853
"Okay. I've had a fever and cough for two days, what should I do",symptom_check,4.038
I need to book an appointment with my primary care doctor This is urgent.,book_appointment,2.085
"Not happy with the delay. My child has a rash and a fever, is this serious",symptom_check,0.037
"That helps, thanks. I want to see a doctor about a routine visit",book_appointment,10.000
Please respond ASAP. Requesting a refill for my meds,prescription_refill,3.343
I'm very worried. Please explain this insurance charge,billing_query,1.301
Book an appointment for a physical exam 🙂,book_appointment,10.000
I want to see a doctor about a routine visit Much appreciated.,book_appointment,8.604
I'm very worried. Can you refill my prescription for insulin,prescription_refill,2.056
Book an appointment for a physical exam,book_appointment,4.360
Thank you! Are my test results available,lab_results,10.000
No rush. I need help with a billing dispute,billing_query,5.865
Can you send me my blood test results,lab_results,4.395
Book an appointment for a physical exam 🙂,book_appointment,10.000
I'm experiencing chest pain and shortness of breath Whenever possible.,symptom_check,7.007
I need to cancel my appointment tomorrow Much appreciated.,cancel_appointment,7.601
Whenever possible. Why was I charged for that visit,billing_query,5.843
Thank you! Please cancel my visit with Dr. Smith,cancel_appointment,8.928
Not happy with the delay. Can you refill my prescription for insulin,prescription_refill,2.083
I have a sore throat and swollen glands No rush.,symptom_check,4.884
Requesting a refill for my meds Much appreciated.,prescription_refill,9.614
No rush. I have a question about my medical bill,billing_query,6.788
"My child has a rash and a fever, is this serious No rush.",symptom_check,4.378
"My child has a rash and a fever, is this serious 🙂",symptom_check,8.880
I need help with a billing dispute Please respond ASAP.,billing_query,2.670
I'm very worried. I need help with a billing dispute,billing_query,0.160
No rush. I need to cancel my appointment tomorrow,cancel_appointment,5.221
I'm experiencing chest pain and shortness of breath No rush.,symptom_check,5.669
I want to see a doctor about a routine visit No rush.,book_appointment,6.249
Okay. Please explain this insurance charge,billing_query,5.754
No rush. Cancel my scheduled appointment,cancel_appointment,6.126
Please cancel my visit with Dr. Smith Much appreciated.,cancel_appointment,9.158
I'm very worried. I'm experiencing chest pain and shortness of breath,symptom_check,2.746
I'm experiencing chest pain and shortness of breath Please respond ASAP.,symptom_check,2.727
I need to cancel my appointment tomorrow Much appreciated.,cancel_appointment,8.925
"My child has a rash and a fever, is this serious Okay.",symptom_check,4.116
"That helps, thanks. I have a question about my medical bill",billing_query,9.690
This is urgent. Can you refill my prescription for insulin,prescription_refill,1.754
Whenever possible. I'm experiencing chest pain and shortness of breath,symptom_check,5.149
"I can't make my appointment, cancel it Please respond ASAP.",cancel_appointment,2.656
I have a sore throat and swollen glands 🙂,symptom_check,8.427
I need a refill for my blood pressure medication No rush.,prescription_refill,4.857
Much appreciated. I need a refill for my blood pressure medication,prescription_refill,8.844
Book an appointment for a physical exam Thank you!,book_appointment,8.289
I'm experiencing chest pain and shortness of breath I'm very worried.,symptom_check,2.985
Book an appointment for a physical exam Not happy with the delay.,book_appointment,4.406
"That helps, thanks. Can I schedule a checkup for next week",book_appointment,7.938
"That helps, thanks. Book an appointment for a physical exam",book_appointment,9.651
I need help with a billing dispute Much appreciated.,billing_query,8.448
I need to cancel my appointment tomorrow,cancel_appointment,5.702
This is urgent. Cancel my scheduled appointment,cancel_appointment,3.293
No rush. Please explain this insurance charge,billing_query,6.234
I need a refill for my blood pressure medication,prescription_refill,6.956
Whenever possible. Why was I charged for that visit,billing_query,5.741
Cancel my scheduled appointment,cancel_appointment,4.791
Please cancel my visit with Dr. Smith Whenever possible.,cancel_appointment,5.720
I'm experiencing chest pain and shortness of breath,symptom_check,6.460
I'm very worried. Please process my prescription refill,prescription_refill,0.595
"My child has a rash and a fever, is this serious Whenever possible.",symptom_check,4.038
Can you send me my blood test results Much appreciated.,lab_results,9.662
Requesting a refill for my meds,prescription_refill,5.986
"Whenever possible. My child has a rash and a fever, is this serious",symptom_check,5.846
"Please cancel my visit with Dr. Smith That helps, thanks.",cancel_appointment,8.187
Much appreciated. Are my test results available,lab_results,8.276
Much appreciated. Are my test results available,lab_results,9.138
I have a question about my medical bill Please respond ASAP.,billing_query,2.553
